1,1,18.385887,144.45639,73.096115,196.5647,-1,-1,-1,-1
1,2,565.91077,204.34918,73.921875,69.76114,-1,-1,-1,-1
1,3,119.82738,157.8941,78.05646,171.04816,-1,-1,-1,-1
1,4,1.572052,145.75638,272.62628,146.1568,-1,-1,-1,-1
2,1,18.623531,142.48514,73.88495,198.74301,-1,-1,-1,-1
2,2,557.081,197.66063,83.95654,79.281906,-1,-1,-1,-1
2,3,119.26232,157.5988,78.11939,171.14275,-1,-1,-1,-1
2,4,-3.7994635,139.25682,272.88522,146.4915,-1,-1,-1,-1
3,1,22.199045,143.48251,74.17571,199.76294,-1,-1,-1,-1
3,2,547.82556,195.15262,89.34338,84.14606,-1,-1,-1,-1
3,3,120.21689,155.52895,79.76492,175.65385,-1,-1,-1,-1
3,4,-10.364197,141.60994,270.5282,145.64113,-1,-1,-1,-1
4,1,26.839005,145.20766,74.06524,199.76842,-1,-1,-1,-1
4,2,540.4654,191.38664,95.144714,89.302505,-1,-1,-1,-1
4,3,128.66516,155.0646,81.155,178.7529,-1,-1,-1,-1
4,4,-24.15073,137.94473,284.50516,154.32214,-1,-1,-1,-1
4,6,253.06378,197.42783,22.563232,63.516663,-1,-1,-1,-1
4,9,-4.102019,138.61197,249.45067,152.86874,-1,-1,-1,-1
5,1,33.05816,147.16188,74.2371,200.1718,-1,-1,-1,-1
5,2,532.73724,189.13464,99.66608,92.80594,-1,-1,-1,-1
5,3,135.58635,157.62979,81.319855,179.29642,-1,-1,-1,-1
5,6,247.06743,197.97261,22.141708,62.49153,-1,-1,-1,-1
5,9,-13.032769,140.68799,252.72812,155.26468,-1,-1,-1,-1
6,1,36.742035,144.95547,75.645164,203.79321,-1,-1,-1,-1
6,2,525.70447,188.83507,103.1012,94.75786,-1,-1,-1,-1
6,3,141.73735,155.5718,83.09462,183.21983,-1,-1,-1,-1
6,6,249.06586,197.82048,22.66043,64.23067,-1,-1,-1,-1
6,9,-31.344212,141.63742,246.05363,152.47949,-1,-1,-1,-1
6,12,268.5989,200.2148,23.94635,64.23256,-1,-1,-1,-1
6,13,615.1553,240.43134,21.301453,53.829315,-1,-1,-1,-1
6,14,0.9540318,155.51445,64.45916,143.22945,-1,-1,-1,-1
7,1,37.824703,137.13751,78.737305,212.68005,-1,-1,-1,-1
7,2,515.67645,185.16669,109.355774,98.705444,-1,-1,-1,-1
7,3,145.74384,151.90787,84.917755,187.75543,-1,-1,-1,-1
7,6,254.04402,195.95178,22.490768,63.885376,-1,-1,-1,-1
7,9,-27.38972,141.53777,226.85275,141.7166,-1,-1,-1,-1
7,12,274.5944,200.59755,23.391357,62.71849,-1,-1,-1,-1
7,13,606.76416,235.5857,25.015015,62.283936,-1,-1,-1,-1
7,14,2.1336374,153.2159,64.427284,142.94127,-1,-1,-1,-1
7,16,225.69089,196.99869,25.479294,66.6315,-1,-1,-1,-1
8,1,41.26368,139.11118,79.22059,214.09384,-1,-1,-1,-1
8,2,506.40506,184.2199,115.20206,101.60033,-1,-1,-1,-1
8,3,151.89597,151.22047,86.58887,191.61201,-1,-1,-1,-1
8,9,-25.884813,144.80142,221.72389,139.94122,-1,-1,-1,-1
8,12,283.25452,201.48492,23.272217,62.497528,-1,-1,-1,-1
8,13,598.3447,235.07806,27.372314,65.81537,-1,-1,-1,-1
8,14,5.310344,153.27827,62.100124,136.97414,-1,-1,-1,-1
8,16,231.35176,195.11911,26.992233,70.72153,-1,-1,-1,-1
8,20,99.42032,158.78285,71.72072,124.09325,-1,-1,-1,-1
9,1,44.92788,138.36185,79.9937,215.99225,-1,-1,-1,-1
9,2,498.96536,185.02544,119.10239,101.98979,-1,-1,-1,-1
9,3,157.06273,150.55399,87.461685,193.89746,-1,-1,-1,-1
9,9,-27.27924,148.74675,222.6801,142.36998,-1,-1,-1,-1
9,12,289.4167,200.78636,24.112854,64.83406,-1,-1,-1,-1
9,13,587.9463,234.2478,31.99591,73.092926,-1,-1,-1,-1
9,14,4.174283,154.26874,62.15505,136.53403,-1,-1,-1,-1
9,16,239.70168,199.7081,25.29213,66.37799,-1,-1,-1,-1
9,20,100.40466,158.72032,69.01509,119.52504,-1,-1,-1,-1
10,1,50.19655,136.0673,81.49248,220.0558,-1,-1,-1,-1
10,2,489.37033,186.20097,124.08908,102.39406,-1,-1,-1,-1
10,3,162.64615,148.14708,89.66727,198.58095,-1,-1,-1,-1
10,12,297.07254,201.34132,24.112762,64.80977,-1,-1,-1,-1
10,13,575.91095,227.9989,40.632507,88.09714,-1,-1,-1,-1
